name,category,code,unit,brand,vendor,image_url,is_active,created_by,quantity,branch,description
PLASTISOL BRIGHT WHITE,PLASTISOL,HS 7668,KG,MICRO-INKS,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
PLASTISOL BLACK,PLASTISOL,HS 7603,KG,MICRO-INKS,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
PLASTISOL BRIGHT YELLOW,PLASTISOL,HS 7604,KG,MICRO-INKS,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
PLASTISOL LEMON YELLOW,PLASTISOL,HS 7605,KG,MICRO-INKS,,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
PLASTISOL GOLDEN YELLOW,PLASTISOL,HS 7606,KG,MICRO-INKS,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
PLASTISOL BRIGHT RED,PLASTISOL,HS 7610,KG,MICRO-INKS,,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
PLASTISOL DOLPHIN ORANGE,PLASTISOL,HS 7611,KG,MICRO-INKS,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
PLASTISOL BRIGHT ORANGE,PLASTISOL,HS 7612,KG,MICRO-INKS,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
PLASTISOL SCARLET RED,PLASTISOL,HS 7616,KG,MICRO-INKS,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
PLASTISOL NATIONAL RED,PLASTISOL,HS 7617,KG,MICRO-INKS,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
PLASTISOL CARDINAL RED,PLASTISOL,HS 7618,KG,MICRO-INKS,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
PLASTISOL MAROON,PLASTISOL,HS 7619,KG,MICRO-INKS,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
PLASTISOL RHODAMINE RED,PLASTISOL,HS 7620,KG,MICRO-INKS,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
PLASTISOL PINK,PLASTISOL,HS 7621,KG,MICRO-INKS,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
PLASTISOL TRUE BLUE,PLASTISOL,HS 7622,KG,MICRO-INKS,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
PLASTISOL BRIGHT ROYL BLUE,PLASTISOL,HS 7623,KG,MICRO-INKS,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
PLASTISOL CONTACT BLUE,PLASTISOL,HS 7624,KG,MICRO-INKS,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
PLASTISOL TURQUOISE BLUE,PLASTISOL,HS 7625,KG,MICRO-INKS,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
PLASTISOL ROYAL BLUE,PLASTISOL,HS 7626,KG,MICRO-INKS,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
PLASTISOL DECON BLUE,PLASTISOL,HS 7627,KG,MICRO-INKS,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
PLASTISOL NAVY BLUE,PLASTISOL,HS 7628,KG,MICRO-INKS,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
PLASTISOL DARK NAVY BLUE,PLASTISOL,HS 7629,KG,MICRO-INKS,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
PLASTISOL VIOLET,PLASTISOL,HS 7630,KG,MICRO-INKS,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
PLASTISOL DALLAS GREEN,PLASTISOL,HS 7634,KG,MICRO-INKS,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
PLASTISOL KELLY GREEN,PLASTISOL,HS 7635,KG,MICRO-INKS,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
PLASTISOL LIGHT BROWN,PLASTISOL,HS 7636,KG,MICRO-INKS,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
PLASTISOL CHOCKLET BROWN,PLASTISOL,HS 7637,KG,MICRO-INKS,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
PLASTISOL BUFF,PLASTISOL,HS 7638,KG,MICRO-INKS,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
PLASTISOL FLESH,PLASTISOL,HS 7639,KG,MICRO-INKS,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
PLASTISOL KHAKI,PLASTISOL,HS 7640,KG,MICRO-INKS,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
PLASTISOL BRANDYWINE,PLASTISOL,HS 7641,KG,MICRO-INKS,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
PLASTISOL PURPLE,PLASTISOL,HS 7642,KG,MICRO-INKS,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
PLASTISOL PISTA GREEN,PLASTISOL,HS 7643,KG,MICRO-INKS,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
PLASTISOL AQUA,PLASTISOL,HS 7644,KG,MICRO-INKS,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
PLASTISOL SILVER GREY,PLASTISOL,HS 7645,KG,MICRO-INKS,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
PLASTISOL STEEL GREY,PLASTISOL,HS 7646,KG,MICRO-INKS,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
PLASTISOL SPL BASE,PLASTISOL,HS 7648,KG,MICRO-INKS,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
PLASTISOL BASE,PLASTISOL,HS 7650,KG,MICRO-INKS,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
PLASTISOL CURABLE THICKNER,PLASTISOL,HS 7655,KG,MICRO-INKS,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
PLASTISOL HIGH DENSITY OPAQUE,PLASTISOL,HS 7670,KG,MICRO-INKS,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
LIGHT YELLOW,TPL,TPL-101,KG,MICRO-INKS,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
MID YELLOW,TPL,TPL-102,KG,MICRO-INKS,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
MATCH VIOLET,TPL,TPL-141,KG,MICRO-INKS,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
MATCH TINTING WHITE,TPL,TPL-171,KG,MICRO-INKS,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
METALIC CLEAR BASE,TPL,TPL-195,KG,MICRO-INKS,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
PRINTABLE ADHESIVE,TPL,TPL-196,KG,MICRO-INKS,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
LIGHT BROWN,TPL,TPL-2005,KG,MICRO-INKS,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
CHOCKLET BROWN,TPL,TPL-2006,KG,MICRO-INKS,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
BRIGHT YELLOW,TPL,TPL-201,KG,MICRO-INKS,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
SCARLET RED,TPL,TPL-2011,KG,MICRO-INKS,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
CARDINAL RED,TPL,TPL-2113,KG,MICRO-INKS,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
LITHO WHITE,TPL,TPL-1009,KG,MICRO-INKS,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
KELLY GREEN,TPL,TPL-2114,KG,MICRO-INKS,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
BRANDYWINE,TPL,TPL-2115,KG,MICRO-INKS,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
NATIONAL RED,TPL,TPL-2116,KG,MICRO-INKS,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
BRIGHT ORANGE,TPL,TPL-2121,KG,MICRO-INKS,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
DARK NAVY BLUE,TPL,TPL-2123,KG,MICRO-INKS,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
DALLAS GREEN,TPL,TPL-2124,KG,MICRO-INKS,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
SKY BLUE,TPL,TPL-251,KG,MICRO-INKS,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
ROYAL BLUE,TPL,TPL-252,KG,MICRO-INKS,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
NAVY BLUE,TPL,TPL-255,KG,MICRO-INKS,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
TURQUOISE BLUE,TPL,TPL-257,KG,MICRO-INKS,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
OPAQUE WHITE,TPL,TPL-271,KG,MICRO-INKS,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
BRILLIANT WHITE,TPL,TPL-272,KG,MICRO-INKS,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
LITHO BACKUP WHITE,TPL,TPL-276,KG,MICRO-INKS,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
DENSE BLACK,TPL,TPL-281,KG,MICRO-INKS,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
FLOUROSCENT LN. YELLOW,TPL,TPL-501,KG,MICRO-INKS,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
FLOUROSCENT GN YELLOW,TPL,TPL-502,KG,MICRO-INKS,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
FLOUROSCENT ORANGE,TPL,TPL-511,KG,MICRO-INKS,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
FLOUROSCENT RED,TPL,TPL-521,KG,MICRO-INKS,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
FLOUROSCENT MAJENTHA,TPL,TPL-531,KG,MICRO-INKS,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
FLOUROSCENT GREEN,TPL,TPL-561,KG,MICRO-INKS,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
FLOUROSCENT CURABLE REDUCER,TPL,TPL-901,KG,MICRO-INKS,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
TEXOPLAST TPL WHITE,TPL,TPL-1015,KG,MICRO-INKS,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
USA TRANSFER GEL,TPL,TPL1002,KG,MICRO-INKS,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
100 MICRON FILM,PRINTING ADD ON,2172,SHEET,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
150 MICRON FILM,PRINTING ADD ON,8101,SHEET,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
200 MICRON FILM,PRINTING ADD ON,8102,SHEET,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
250 MICRON FILM,PRINTING ADD ON,8103,SHEET,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
300 MICRON FILM,PRINTING ADD ON,8104,SHEET,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
400 MICRON FILM ,PRINTING ADD ON,8105,SHEET,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
50 MICRON FILM,PRINTING ADD ON,8106,SHEET,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
YELLOW GGP,W/B,8107,KG,IMPERON,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
YELLOW RMP (Golden),W/B,8108,KG,IMPERON,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
ORANGE KCG,W/B,8109,KG,IMPERON,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
RED KC BG (DARK RED),W/B,8110,KG,IMPERON,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
RED GRE,W/B,8111,KG,IMPERON,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
VIOLET KCB,W/B,8112,KG,IMPERON,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
NAVY BLUE KCB,W/B,8113,KG,IMPERON,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
TURQUOISE BLUE KCBD,W/B,8114,KG,IMPERON,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
BLUE KB,W/B,8115,KG,IMPERON,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
GREEN KC G,W/B,8116,KG,IMPERON,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
BLACK KCG,W/B,8117,KG,IMPERON,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
BLACK KCNG,W/B,8118,KG,IMPERON,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
RED VIOLET,W/B,8119,KG,IMPERON,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
RUBINE RED,W/B,8120,KG,IMPERON,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
BLACK KC HFT,W/B,8121,KG,IMPERON,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
ORANGE KC RR,W/B,8122,KG,IMPERON,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
SILICON SUEDE WHITE A,SILICONE,8123,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
SILICON SUEDE WHITE CATALYST B,SILICONE,8124,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
SILICON TRANSCLEAR A ,SILICONE,8125,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
SILICON TRANSCLEAR CATALYST B,SILICONE,8126,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
SILICON SUEDE 600 A,SILICONE,8127,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
SILICON SUEDE 600 CATALYST B,SILICONE,8128,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
EMBOSSING SILICON (BILL 10% CATALYST),SILICONE,8129,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
SILICON 2% HD,SILICONE,8130,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
SILICON 2% GLOSSY,SILICONE,8131,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
(RG 2611) SILICON FOAM,SILICONE,8132,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
SILICON 3% HD,SILICONE,8133,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
DIPPING SILICON (SHINING),SILICONE,8134,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
SL-SP1807 MIRACLE SILAN,SILICONE,8135,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
SILICON COLOUR PIGMENTS,SILICONE,8136,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
SILICON (VIOLET) COLOURS,SILICONE,8137,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
SI-601 MOULDING SILICON (10% CATALYST),SILICONE,8138,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
SILICON THICKENER,SILICONE,8139,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
SILICON MT BASE (STICKER),SILICONE,8140,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
SILICON HOT MELT POWDER,SILICONE,8141,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
HD POWDER (AD – Big) (AF – Small),SILICONE,8142,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
TRANSFER FILM (100 GSM),SILICONE,8143,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
"TRANSFER FILM (100 GSM) (1188, 1183)",SILICONE,8144,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
FIBER HIDING SILICON,SILICONE,8145,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
HORSE RIDING SILICON,SILICONE,8146,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
SILICON REDUCER/THINNER,SILICONE,8147,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
CROSS LINKER SILICONE (BILL 10% OR 5% CATALYST @ 3500),SILICONE,8148,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
SILICON HOT MELT GLUE,SILICONE,8149,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
MATT SILICON (2% CATALYST) (HALF MATT),SILICONE,8150,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
FULL MATT DIPPING SILICON,SILICONE,8151,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
B2 2% HD SILICON,SILICONE,8152,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
B2 GLOSSY SILICON,SILICONE,8153,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
B2 CROSS LINKER SILICONE (BILL 10% CATALYST @ 3500),SILICONE,8154,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
B2 HOT MELT POWDER,SILICONE,8155,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
SILICON HOT MELT GLUE REDUCER,SILICONE,8156,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
WATERPROOF SILICON (BILL 10% CATALYST),SILICONE,8157,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
CONDUCTIVE SILICONE,SILICONE,8158,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
ANTI-MIGRATION SILICONE,SILICONE,8159,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
SILICONE WATER THINNER NEW,SILICONE,8160,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
SILICONE ROUND CORNER,SILICONE,8161,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
SILICON CATALYST,SILICONE,8162,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
SLM MATT 3% CATALYST,SILICONE,8163,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
SILICON DOTTING BASE (2% CATALYST),SILICONE,8164,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
SILICONE OVER SILICONE WHITE,SILICONE,8165,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
SILICONE OVER SILICONE BLACK,SILICONE,8166,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
JL SILICONE HOT MELT POWDER,SILICONE,8167,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
EMBOSSING SILICON A,SILICONE,8168,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
EMBOSSING SILICON B,SILICONE,8169,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
A3 FILM,SCREEN MAKING ACCESSORIES,8170,NOS,TECHNOVA,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
A4 FILM,SCREEN MAKING ACCESSORIES,8171,NOS,TECHNOVA,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
BOOSTER,SCREEN MAKING ACCESSORIES,8172,LITRE,TECHNOVA,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
FIXER 9,SCREEN MAKING ACCESSORIES,8173,NOS,PHOTOKINA,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
HARDNER A+B,SCREEN MAKING ACCESSORIES,8174,SET,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
SPONGE (PER PIECE),SCREEN MAKING ACCESSORIES,8175,PCS,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
DECOAT POWDER,SCREEN MAKING ACCESSORIES,8176,NOS,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
AMMONIUM BICROMATE,SCREEN MAKING ACCESSORIES,8177,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
CLAMP (PER INCH),SCREEN MAKING ACCESSORIES,8178,INCH,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
KRAFT (1 QUIRE),SCREEN MAKING ACCESSORIES,8179,QUIRE,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
FLEX KIWIK,SCREEN MAKING ACCESSORIES,8180,PCS,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
POLYFIX,SCREEN MAKING ACCESSORIES,8181,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
BELL PIN,SCREEN MAKING ACCESSORIES,8182,NOS,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
BLADE BOX BIG SIZE,SCREEN MAKING ACCESSORIES,8183,PCS,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
BLADE BOX SMALL SIZE,SCREEN MAKING ACCESSORIES,8184,PCS,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
CUTTER SMALL,SCREEN MAKING ACCESSORIES,8185,PCS,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
CUTTER BIG,SCREEN MAKING ACCESSORIES,8186,PCS,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
ELECTRIC MIXER,SCREEN MAKING ACCESSORIES,8187,NOS,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
HOT AIR GUN (DONG CHENG),SCREEN MAKING ACCESSORIES,8188,PCS,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
MIXER ROD,SCREEN MAKING ACCESSORIES,8189,PCS,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
INDOCOL,SCREEN MAKING ACCESSORIES,8190,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
REECOL,SCREEN MAKING ACCESSORIES,8191,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
ALFA REDUCER,SCREEN MAKING ACCESSORIES,8192,LITRE,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
ALFA CHROMO WASH,SCREEN MAKING ACCESSORIES,8193,LITRE,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
NC THINNER (1 LIT.),SCREEN MAKING ACCESSORIES,8194,LITRE,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
CS5 WR BLUE,SCREEN MAKING ACCESSORIES,8195,NOS,PHOTOKINA,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
CS5 WR RED,SCREEN MAKING ACCESSORIES,8196,NOS,PHOTOKINA,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
CS5 WR VIOLET,SCREEN MAKING ACCESSORIES,8197,NOS,PHOTOKINA,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
SENSITIZERS,SCREEN MAKING ACCESSORIES,8198,NOS,PHOTOKINA,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
CS5 WR/25 KG,SCREEN MAKING ACCESSORIES,8199,NOS,PHOTOKINA,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
IMAGE MATT,SCREEN MAKING ACCESSORIES,8200,NOS,PHOTOKINA,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
SHEBRO 234 COATING,SCREEN MAKING ACCESSORIES,8201,NOS,PHOTOKINA,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
TEXTILE DW,SCREEN MAKING ACCESSORIES,8202,NOS,PHOTOKINA,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
ULANO QTX,SCREEN MAKING ACCESSORIES,8203,NOS,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
PAPER GUM TAPE,SCREEN MAKING ACCESSORIES,8204,NOS,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
PHOTOSOL VIOLET,SCREEN MAKING ACCESSORIES,8205,NOS,PHOTOKINA,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
PHOTOTEX CTS,SCREEN MAKING ACCESSORIES,8206,NOS,PHOTOKINA,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
SHEBRO SPT HV,SCREEN MAKING ACCESSORIES,8207,NOS,PHOTOKINA,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
PVA POWDER,SCREEN MAKING ACCESSORIES,8208,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
SCREEN OPENER,SCREEN MAKING ACCESSORIES,8209,NOS,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
SILICONE EXTRA,SCREEN MAKING ACCESSORIES,8210,PCS,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
TEEPAL (1 LIT.),PRINTING ADD ON,8211,LITRE,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
TEEPAL (10 LIT.),PRINTING ADD ON,8212,LITRE,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
ODAM (PER INCH),SCREEN MAKING ACCESSORIES,8213,INCH,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
EMERY SHEET,SCREEN MAKING ACCESSORIES,8214,PCS,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
STAG BOND (1 LIT.),SCREEN MAKING ACCESSORIES,8215,LITRE,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
STAG BOND (5 LIT.),SCREEN MAKING ACCESSORIES,8216,LITRE,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
EZYCOAT 828 (10 LIT.),SCREEN MAKING ACCESSORIES,8217,LITRE,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
EZYCOAT 828 (1 LIT.),SCREEN MAKING ACCESSORIES,8218,LITRE,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
