name,category,code,unit,brand,vendor,image_url,is_active,created_by,quantity,branch,description
SQUEEZEE (PER INCH) (MACHINE),SCREEN MAKING ACCESSORIES,8219,INCH,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
SQUEEZEE SCRAPPER (PER INCH) (MACHINE),SCREEN MAKING ACCESSORIES,8220,INCH,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
SQUEEZEE (PER INCH) (TABLE SCRAPPER),SCREEN MAKING ACCESSORIES,8221,INCH,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
SQUEEZEE (PER INCH) (V SHAPE),SCREEN MAKING ACCESSORIES,8222,INCH,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
SQUEEZEE (PER INCH) 1 INCH,SCREEN MAKING ACCESSORIES,8223,INCH,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
SQUEEZEE RUBBER (PER INCH) U SHAPE,SCREEN MAKING ACCESSORIES,8224,INCH,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
SQUEEZEE (PER INCH) 10 MM,SCREEN MAKING ACCESSORIES,8225,INCH,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
SQUEEZEE (PER INCH) (WHITE V SHAPE SCRAPPER) W/B,SCREEN MAKING ACCESSORIES,8226,INCH,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
SQUEEZEE (PER INCH) (RED V SHAPE SCRAPPER),SCREEN MAKING ACCESSORIES,8227,INCH,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
SQUEEZEE (PER INCH) (WHITE V SHAPE SCRAPPER),SCREEN MAKING ACCESSORIES,8228,INCH,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
ALMINIUM SQUEEZEE (PER INCH),SCREEN MAKING ACCESSORIES,8229,INCH,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
FUSING PAPER (KG),SCREEN MAKING ACCESSORIES,8230,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
FUSING PAPER (IMPORTED),SCREEN MAKING ACCESSORIES,8231,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
IP OIL,SCREEN MAKING ACCESSORIES,8232,NOS,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
LILLY PIN,SCREEN MAKING ACCESSORIES,8233,PCS,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
"LIQUID AMMONIA (PER LIT, 35 LIT PACKING)",SCREEN MAKING ACCESSORIES,8234,LITRE,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
LIQUID AMMONIA (450 ML),SCREEN MAKING ACCESSORIES,8235,NOS,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
PACKING TAPE 1”,SCREEN MAKING ACCESSORIES,8236,PCS,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
PACKING TAPE 2”,SCREEN MAKING ACCESSORIES,8237,PCS,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
PACKING TAPE 3”,SCREEN MAKING ACCESSORIES,8238,PCS,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
PATTI,SCREEN MAKING ACCESSORIES,8239,PCS,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
SCALE (24 INCHES),SCREEN MAKING ACCESSORIES,8240,NOS,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
SCALE (12 INCHES),SCREEN MAKING ACCESSORIES,8241,NOS,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
SCALE (6 INCHES),SCREEN MAKING ACCESSORIES,8242,NOS,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
TRACING FILM,SCREEN MAKING ACCESSORIES,8243,MTR,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
WHITE OIL,SCREEN MAKING ACCESSORIES,8244,PCS,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
FUSING BED – SILICON,SCREEN MAKING ACCESSORIES,8245,PCS,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
FUSING BED – RUBBER,SCREEN MAKING ACCESSORIES,8246,PCS,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
NYLON MESH 20,SCREEN MAKING ACCESSORIES,8247,MTR,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
NYLON MESH 40,SCREEN MAKING ACCESSORIES,8248,MTR,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
NYLON MESH 60,SCREEN MAKING ACCESSORIES,8249,MTR,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
NYLON MESH 80,SCREEN MAKING ACCESSORIES,8250,MTR,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
NYLON MESH 100,SCREEN MAKING ACCESSORIES,8251,MTR,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
NYLON MESH 120,SCREEN MAKING ACCESSORIES,8252,MTR,DATT,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
NYLON MESH 120 NEW,SCREEN MAKING ACCESSORIES,8253,MTR,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
NYLON MESH 120 SPL,SCREEN MAKING ACCESSORIES,8254,MTR,RESHMI,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
NYLON MESH 140,SCREEN MAKING ACCESSORIES,8255,MTR,DATT,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
NYLON MESH 140 BLUE ,SCREEN MAKING ACCESSORIES,8256,MTR,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
NYLON MESH 140 SPL,SCREEN MAKING ACCESSORIES,8257,MTR,RESHMI,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
NYLON MESH 160,SCREEN MAKING ACCESSORIES,8258,MTR,DATT,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
NYLON MESH 160 SPL,SCREEN MAKING ACCESSORIES,8259,MTR,RESHMI,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
NYLON MESH 180,SCREEN MAKING ACCESSORIES,8260,MTR,DATT,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
NYLON MESH 200,SCREEN MAKING ACCESSORIES,8261,MTR,DATT,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
NYLON MESH 200 SPL,SCREEN MAKING ACCESSORIES,8262,MTR,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
POLYESTER MESH 40,SCREEN MAKING ACCESSORIES,8263,MTR,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
POLYESTER MESH 60,SCREEN MAKING ACCESSORIES,8264,MTR,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
POLYESTER MESH 80,SCREEN MAKING ACCESSORIES,8265,MTR,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
POLYESTER MESH 100,SCREEN MAKING ACCESSORIES,8266,MTR,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
POLYESTER MESH 120,SCREEN MAKING ACCESSORIES,8267,MTR,DATT,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
POLYESTER MESH 140,SCREEN MAKING ACCESSORIES,8268,MTR,DATT,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
POLYESTER MESH 160,SCREEN MAKING ACCESSORIES,8269,MTR,RESHMI,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
POLYESTER MESH 180,SCREEN MAKING ACCESSORIES,8270,MTR,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
POLYESTER MESH 200,SCREEN MAKING ACCESSORIES,8271,MTR,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
SULZAR MESH 80,SCREEN MAKING ACCESSORIES,8272,MTR,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
SULZAR MESH 100,SCREEN MAKING ACCESSORIES,8273,MTR,DATT,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
SULZAR MESH 120,SCREEN MAKING ACCESSORIES,8274,MTR,DATT,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
SULZAR MESH 140,SCREEN MAKING ACCESSORIES,8275,MTR,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
SULZAR MESH 160,SCREEN MAKING ACCESSORIES,8276,MTR,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
SULZAR MESH 180,SCREEN MAKING ACCESSORIES,8277,MTR,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
SULZAR MESH 200,SCREEN MAKING ACCESSORIES,8278,MTR,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
10T POLYESTER (25 MESH),SCREEN MAKING ACCESSORIES,8279,MTR,IMPORTED,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
12T POLYESTER (30 MESH),SCREEN MAKING ACCESSORIES,8280,MTR,IMPORTED,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
15T POLYESTER (40 MESH),SCREEN MAKING ACCESSORIES,8281,MTR,IMPORTED,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
18T POLYESTER (45 MESH),SCREEN MAKING ACCESSORIES,8282,MTR,IMPORTED,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
24T POLYESTER (60 MESH),SCREEN MAKING ACCESSORIES,8283,MTR,IMPORTED,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
32T POLYESTER (80 MESH),SCREEN MAKING ACCESSORIES,8284,MTR,IMPORTED,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
40T POLYESTER (100 MESH),SCREEN MAKING ACCESSORIES,8285,MTR,IMPORTED,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
48T POLYESTER (120 MESH),SCREEN MAKING ACCESSORIES,8286,MTR,IMPORTED,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
"54T, 55T POLYESTER (140 MESH)",SCREEN MAKING ACCESSORIES,8287,MTR,IMPORTED,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
"62T, 64T POLYESTER (160 MESH)",SCREEN MAKING ACCESSORIES,8288,MTR,IMPORTED,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
72T POLYESTER (180 MESH),SCREEN MAKING ACCESSORIES,8289,MTR,IMPORTED,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
80T POLYESTER (200 MESH),SCREEN MAKING ACCESSORIES,8290,MTR,IMPORTED,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
120T POLYESTER YELLOW (300 MESH),SCREEN MAKING ACCESSORIES,8291,MTR,IMPORTED,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
A101 TRANSFER HD WHITE WB,W/B,8292,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
B102 TRANSFER CLEAR HD WB,W/B,8293,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
A103 TRANSFER MIDDLE CLEAR WB,W/B,8294,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
A104 HOT MELT GLUE WB,W/B,8295,KG,CSC,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
3280 TABLE WHITE ,W/B,8296,KG,CSC,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
3280 MACHINE WHITE,W/B,8297,KG,CSC,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
STRETCH KHADI (MACHINE WHITE),W/B,8298,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
ANTEX XP 50 MACHINE ,W/B,8299,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
3100 CLEAR TABLE,W/B,8300,KG,CSC,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
TABLE STONE CLEAR ,W/B,8301,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
ECOTECH WHITE ,W/B,8302,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
ECOTECH COLOURS,W/B,8303,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
ECOSOL E1 WHITE,W/B,8304,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
ECOSOL E1 CLEAR,W/B,8305,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
GENISIS WHITE (POLYESTER),W/B,8306,KG,CSC,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
GENESIS CLEAR (POLYESTER),W/B,8307,KG,CSC,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
GENESIS THICKNER,W/B,8308,KG,CSC,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
TABLE READY BLACK,W/B,8309,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
COLOUR BASE,W/B,8310,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
BLACK,W/B,8311,KG,DUCOL,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
ORANGE,W/B,8312,KG,DUCOL,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
GREEN,W/B,8313,KG,DUCOL,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
"CRIMSON RED, LAKE RED, BLOOD RED",W/B,8314,KG,DUCOL,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
FIRE RED,W/B,8315,KG,DUCOL,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
GOLDEN YELLOW,W/B,8316,KG,DUCOL,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
LEMON YELLOW,W/B,8317,KG,DUCOL,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
ROYAL BLUE,W/B,8318,KG,DUCOL,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
NAVY BLUE,W/B,8319,KG,DUCOL,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
TURQUISE BLUE,W/B,8320,KG,DUCOL,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
VIOLET,W/B,8321,KG,DUCOL,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
AUTO CRACK WHITE,W/B,8322,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
AUTO CRACK WHITE NEW,W/B,8323,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
AUTO CRACK BASE COAT,W/B,8324,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
PEARL PASTE,W/B,8325,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
HI SELF SHINE PEARL PASTE,W/B,8326,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
TEXPRINT MCK (MANUAL CRACK),W/B,8327,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
ZAQ 10191 TRANS INK,W/B,8328,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
B2 SILVER SIMMER M/C,W/B,8329,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
ANTI FOIL GEL WITH FIXER,W/B,8330,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
B2 HOT FOIL PASTE (CREDIT 800),W/B,8331,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
SKY DISCHARGE WHITE,W/B,8332,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
CSC GENESIS GREY BASE,W/B,8333,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
LYGRA GEL,W/B,8334,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
SUPER PLASTIC PSS,W/B,8335,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
COLD FIXING AGENT,W/B,8336,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
SILVER COLOUR BASE,W/B,8337,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
FIXER N,W/B,8338,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
FS-ANTI MIGRATION WHITE RUBBER PASTE,W/B,8339,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
VELVET FOAM,W/B,8340,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
BURNO OUT PASTE,W/B,8341,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
BAIRAVI PU GLOSSY GEL (BILL CATALYST 2%),W/B,8342,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
COPPER SIMMER W/B,W/B,8343,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
XL FOAM,W/B,8344,KG,DUCOL,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
OIL PASTE,W/B,8345,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
WATER PASTE,W/B,8346,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
IMP. WATER PASTE,W/B,8347,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
DISCHARGE WHITE,W/B,8348,KG,PIDILITE,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
DISCHARGE CLEAR,W/B,8349,KG,PIDILITE,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
DISCHARGE WHITE,W/B,8350,KG,ELECTRON,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
DISCHARGE CLEAR,W/B,8351,KG,ELECTRON,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
DISCHARGE ACTIVATOR,W/B,8352,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
MIXING AID (NON CHOCKING OIL),W/B,8353,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
LM FOIL GEL,W/B,8354,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
PROCESS COLORS (CYMK),W/B,8355,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
"GRAFCO FLUO. COLORS (YELLOW, MAJENTHA, PINK, ORANGE, GREEN)",W/B,8356,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
GHADI (ARTEX),W/B,8357,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
TEXAPRINT AFK,W/B,8358,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
SPL. FOAM,W/B,8359,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
MATTING AGENT,W/B,8360,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
GERMAN WHITE,W/B,8361,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
008 CATALYST,W/B,8362,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
BRIGHT SILVER SIMMER READYMIX W/B,W/B,8363,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
BRIGHT GOLD SIMMER READYMIX W/B,W/B,8364,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
SUPER SOFT WHITE,W/B,8365,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
SUPER SOFT CLEAR,W/B,8366,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
PERFECT WHITE,W/B,8367,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
PERFECT CLEAR,W/B,8368,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
SUPER ARREST WHITE,W/B,8369,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
B2 FOAM,W/B,8370,KG,B2,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
424 STRETCH WHITE,W/B,8371,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
424 STRETCH CLEAR,W/B,8372,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
DIGITAL WHITE,W/B,8373,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
DIGITAL CLEAR,W/B,8374,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
YELLOW SPARKLE GLITTER 8 MM,PRINTING ADD ON,8375,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
YELLOW SPARKLE GLITTER 4 MM,PRINTING ADD ON,8376,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
GENESIS GREY BASE,W/B,8377,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
LIQUID THICKNER,PRINTING ADD ON,8378,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
PEARL PASTE READYMIX OB,TPL,8379,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
SRIVY 9044 REDUCER,PRINTING ADD ON,8380,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
SRIVY 9044 REDUCER (5 LIT.),PRINTING ADD ON,8381,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
SOAP OIL,PRINTING ADD ON,8382,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
HOT MELT POWDER 80-200,STICKER,8383,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
HOT MELT POWDER 0-80,STICKER,8384,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
HOT MELT POWDER 0-80 POLYESTER,STICKER,8385,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
HOT MELT POWDER BLACK,STICKER,8386,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
HOT MELT GLUE/GUM SHEET(PIDILITE),PRINTING ADD ON,8387,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
HOT MELT GLUE/GUM SHEET NEW (40”X40”),PRINTING ADD ON,8388,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
"FLOCK SHEET (20”X25”) G.YELLOW, GREEN, D.GREEN, RED, BLACK, OFF WHITE, NAVYBLLUE",PRINTING ADD ON,8389,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
GLYCERIN,PRINTING ADD ON,8390,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
DAP,PRINTING ADD ON,8391,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
FLOCK POWDER,PRINTING ADD ON,8392,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
FLOCK POWDER (0.5 MM),PRINTING ADD ON,8393,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
FLOCK POWDER (HEAT RESISTANCE),PRINTING ADD ON,8394,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
BEADS,PRINTING ADD ON,8395,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
BEADS SMALL,PRINTING ADD ON,8396,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
METALLIC BEADS,PRINTING ADD ON,8397,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
THICKENER POWDER,PRINTING ADD ON,8398,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
PEARL POWDER,PRINTING ADD ON,8399,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
PEARL POWDER (TOYS),PRINTING ADD ON,8400,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
BUTTER PAPER (20” X 11”) TISSUE,PRINTING ADD ON,8401,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
YELLOW GUM POWDER,PRINTING ADD ON,8402,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
CEEPAL,PRINTING ADD ON,8403,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
TEFLON SHEET SHINING,PRINTING ADD ON,8404,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
TEFLON SHEET MATT,PRINTING ADD ON,8405,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
TEXTILE PRINTING PALETTE PAPER,PRINTING ADD ON,8406,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
TEMPERATURE STRIP (120 C 171 C),PRINTING ADD ON,8407,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
GRAFCO PRINT REMOVER,PRINTING ADD ON,8408,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
HOT MELT POWDER ANTI MIGRATION POWDER,STICKER,8409,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
FIXER 104,W/B,8410,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
MATT POWDER,PRINTING ADD ON,8411,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
FUSING SHEET,PRINTING ADD ON,8412,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
FOIL GEL,W/B,8413,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
WHITE FABRIC REMOVING OIL,PRINTING ADD ON,8414,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
SSIAC PRINT REMOVER NEW,PRINTING ADD ON,8415,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
KYB REDUCER,PRINTING ADD ON,8416,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
